% function evaluation | noise-free fitness - Fopt (9.294000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
20 +9.147473958e+02 +9.147473958e+02 +8.470173958e+02 +8.470173958e+02 +6.5619e-01 +1.3225e+00 -2.3569e+00 +8.3151e-01 -1.9702e+00 +2.9135e-01 -1.2912e+00 +6.3963e-01 -4.3498e-01 +4.6809e+00 -6.7065e-01 +2.0587e+00 +1.5125e+00 -2.5113e+00 +1.2510e+00 +3.4585e+00 -2.5119e+00 -2.0091e+00 -7.2472e+00 -1.6253e+00
88 +5.512713962e+02 +5.512713962e+02 +4.835413962e+02 +4.835413962e+02 +1.5327e+00 +1.2475e+00 -1.2945e+00 -8.0551e-01 -1.9169e+00 -3.8376e-01 +2.9139e+00 +1.9863e+00 -1.7975e+00 +1.7269e+00 -5.3375e+00 -1.0271e+00 +3.6732e+00 -3.1763e-01 +2.3813e+00 -4.1208e-01 +1.9957e+00 -2.1136e+00 -6.1762e+00 -1.2159e+00
123 +3.599625034e+02 +3.599625034e+02 +2.922325034e+02 +2.922325034e+02 +2.5360e+00 +1.6286e+00 -2.2061e-01 +1.5073e-01 -4.7175e-01 -3.1401e-01 -9.5961e-01 +3.5925e+00 -2.1537e+00 +2.3808e+00 -1.3431e+00 -8.6467e-01 +2.5617e+00 -5.8430e-01 +1.4850e+00 +1.4114e-01 -6.1270e-02 +1.9592e+00 -5.7604e+00 -2.1873e+00
174 +1.986348176e+02 +1.986348176e+02 +1.309048176e+02 +1.309048176e+02 -7.9225e-01 +4.5313e-02 +9.3493e-01 -9.7801e-01 -1.2824e+00 -1.2090e+00 +6.2908e-01 +5.8139e-01 -1.6937e+00 +1.3003e+00 -3.2911e+00 +2.7551e-01 +9.6642e-03 +6.7487e-01 +8.2019e-01 -1.7521e+00 +6.3211e-01 +1.2435e+00 -3.0875e+00 -4.1251e+00
335 +1.430160746e+02 +1.430160746e+02 +7.528607461e+01 +7.528607461e+01 -1.4666e+00 -1.6363e+00 +3.3221e-02 +1.3926e+00 -3.6110e+00 -1.1254e+00 -2.4032e+00 -2.0288e+00 -1.7174e+00 +7.0297e-01 -1.7992e+00 +7.0391e-01 -3.8753e+00 -2.1099e-01 +3.3270e-01 -3.1623e+00 +6.7233e-01 +1.5016e+00 -2.0813e+00 -2.6877e+00
374 +9.558477765e+01 +9.558477765e+01 +2.785477765e+01 +2.785477765e+01 +9.1108e-01 -1.4882e+00 +1.2436e+00 +1.7402e+00 -4.2613e+00 -1.6503e+00 -2.9906e+00 -1.5267e+00 -1.7365e+00 +2.7259e-01 -9.0385e-01 +1.1868e+00 -2.4658e+00 -1.6464e-01 +1.6475e+00 -2.8470e+00 +9.2485e-01 +1.5068e+00 -6.7261e-01 -3.8467e+00
483 +6.068035463e+01 +6.068035463e+01 -7.049645374e+00 -7.049645374e+00 -1.3427e-02 -2.1615e+00 +1.7839e+00 -6.8467e-01 -3.9802e+00 -3.2410e+00 -2.7568e+00 -2.9474e+00 -1.4071e+00 -8.7636e-02 -2.0416e+00 +9.0240e-01 -3.1765e+00 -3.2624e-01 +8.5109e-01 -4.3423e+00 +9.7246e-01 +7.2119e-01 +1.1788e+00 -2.9903e+00
628 +3.781357749e+01 +3.781357749e+01 -2.991642251e+01 -2.991642251e+01 +4.2587e-01 -1.3375e+00 +2.2984e+00 -6.7572e-01 -4.4338e+00 -1.8527e+00 -2.6061e+00 -2.4882e+00 -1.2651e+00 -8.8704e-01 -4.7742e-01 +3.4867e-01 -4.4807e+00 -4.3437e-03 +1.7784e-01 -3.6625e+00 +1.7304e+00 +3.4955e-01 +2.3659e-01 -2.5442e+00
797 +2.402363024e+01 +2.402363024e+01 -4.370636976e+01 -4.370636976e+01 +2.2669e-01 -5.7353e-01 +1.8082e+00 -1.2967e+00 -4.5105e+00 -1.8884e+00 -3.6632e+00 -2.5480e+00 -5.1997e-01 -1.1865e+00 +4.3711e-01 +2.0303e-01 -3.9318e+00 +1.7560e-01 +2.2729e-02 -3.4968e+00 +1.9218e+00 +3.9013e-01 -5.1961e-02 -1.7621e+00
879 +1.517799669e+01 +1.517799669e+01 -5.255200331e+01 -5.255200331e+01 +6.2340e-01 -4.5157e-01 +1.6430e+00 -1.3768e+00 -4.3510e+00 -1.6303e+00 -3.7371e+00 -2.7889e+00 -7.8376e-01 -1.1184e+00 +5.5313e-01 +4.3655e-01 -3.4010e+00 +4.4295e-01 +4.9244e-01 -3.1776e+00 +2.3399e+00 +8.1311e-02 -6.6167e-03 -1.8117e+00
1055 +9.983063998e+00 +9.983063998e+00 -5.774693600e+01 -5.774693600e+01 +9.2360e-01 -6.6260e-01 +1.4782e+00 -1.6699e+00 -4.2975e+00 -1.5337e+00 -3.7808e+00 -3.2724e+00 -8.8774e-01 -1.3923e+00 +7.0556e-01 +5.3846e-01 -3.1184e+00 +1.1000e+00 +2.9596e-01 -3.8516e+00 +2.9343e+00 +2.8274e-02 +1.0805e-01 -1.5929e+00
1244 +5.724984785e+00 +5.724984785e+00 -6.200501521e+01 -6.200501521e+01 +7.6620e-01 -5.4331e-01 +1.1602e+00 -1.4267e+00 -4.1355e+00 -1.4807e+00 -4.1831e+00 -3.2075e+00 -6.8553e-01 -1.7456e+00 +1.6651e+00 +1.5326e-01 -3.2240e+00 +1.9810e+00 +5.5098e-01 -3.7195e+00 +3.1684e+00 +2.7403e-01 -1.3829e-01 -1.5224e+00
1526 +3.858274026e+00 +3.858274026e+00 -6.387172597e+01 -6.387172597e+01 +1.0494e+00 -2.5602e-01 +9.2910e-01 -1.6524e+00 -4.1086e+00 -1.2720e+00 -4.2613e+00 -3.4413e+00 -1.0668e+00 -1.4812e+00 +1.5418e+00 +9.3439e-01 -3.1623e+00 +2.2979e+00 +8.9770e-01 -3.7751e+00 +3.7518e+00 +4.6375e-01 +1.0130e-01 -1.0956e+00
10338 +2.442815146e+00 +2.442815146e+00 -6.528718485e+01 -6.528718485e+01 +1.2812e+00 -3.2106e-01 -5.5132e-02 -1.6004e+00 -3.6106e+00 -4.9256e-01 -3.4398e+00 -3.5642e+00 -1.4385e+00 -1.7287e+00 +1.2475e+00 +2.1784e-01 -1.9040e+00 +2.6586e+00 +3.0842e-01 -3.3362e+00 +3.1100e+00 +1.2886e+00 +3.2822e-02 -1.2657e+00
236313 +1.582568632e+00 +1.582568632e+00 -6.614743137e+01 -6.614743137e+01 +9.1539e-01 +3.9701e-02 +1.7054e-01 -1.6776e+00 -3.6135e+00 -7.1198e-01 -3.3327e+00 -3.1648e+00 -5.4198e-01 -1.6431e+00 +1.6716e+00 -1.6152e-01 -2.6111e+00 +2.8509e+00 +9.8868e-01 -3.3146e+00 +4.2488e+00 +8.3782e-01 -2.2164e-01 -7.9561e-01
525482 +9.527065486e-01 +9.527065486e-01 -6.677729345e+01 -6.677729345e+01 +1.5736e+00 +2.9066e-01 -6.8853e-01 -1.2675e+00 -3.0129e+00 -6.8637e-01 -3.7911e+00 -2.5124e+00 -8.2266e-01 -1.6892e+00 +1.9622e+00 +1.9097e-01 -2.6073e+00 +3.3856e+00 +3.4137e-01 -3.1898e+00 +3.9476e+00 +1.6099e+00 -1.0744e+00 +5.8470e-02
648511 +5.250278897e-01 +5.250278897e-01 -6.720497211e+01 -6.720497211e+01 +1.5025e+00 +2.6455e-01 -2.4900e-01 -1.6850e+00 -3.4233e+00 -5.1067e-01 -3.7321e+00 -2.8082e+00 -7.5067e-01 -1.7623e+00 +1.7774e+00 +6.8493e-02 -2.6139e+00 +2.8336e+00 +4.8533e-01 -3.1277e+00 +4.0611e+00 +1.2189e+00 -8.9798e-01 -2.6377e-01
648526 +3.725613196e-01 +3.725613196e-01 -6.735743868e+01 -6.735743868e+01 +1.4147e+00 +2.6688e-01 -3.1415e-01 -1.6436e+00 -3.4762e+00 -4.7222e-01 -3.7014e+00 -2.7729e+00 -7.4853e-01 -1.8246e+00 +1.8774e+00 +6.6794e-02 -2.5826e+00 +2.9612e+00 +4.7585e-01 -3.1108e+00 +4.0465e+00 +1.3218e+00 -9.2182e-01 -2.2615e-01
648672 +2.472665017e-01 +2.472665017e-01 -6.748273350e+01 -6.748273350e+01 +1.5648e+00 +1.9962e-01 -3.4719e-01 -1.6647e+00 -3.4097e+00 -5.3002e-01 -3.7399e+00 -2.7154e+00 -7.5545e-01 -1.8289e+00 +1.8306e+00 +4.8906e-02 -2.5979e+00 +2.9233e+00 +5.7867e-01 -3.0730e+00 +4.0310e+00 +1.2364e+00 -8.8563e-01 -2.2892e-01
648792 +1.481621596e-01 +1.481621596e-01 -6.758183784e+01 -6.758183784e+01 +1.5568e+00 +2.1366e-01 -2.4923e-01 -1.5743e+00 -3.4264e+00 -5.1504e-01 -3.8183e+00 -2.7216e+00 -7.7872e-01 -1.8343e+00 +1.8985e+00 +1.0961e-01 -2.6120e+00 +2.9660e+00 +5.9068e-01 -3.1208e+00 +4.0223e+00 +1.3116e+00 -9.2417e-01 -1.9932e-01
649056 +9.989954679e-02 +9.989954679e-02 -6.763010045e+01 -6.763010045e+01 +1.6088e+00 +2.1741e-01 -2.6124e-01 -1.4983e+00 -3.3701e+00 -5.3318e-01 -3.8053e+00 -2.7376e+00 -7.8025e-01 -1.8247e+00 +1.9000e+00 +6.4693e-02 -2.5917e+00 +3.0826e+00 +5.7491e-01 -3.1361e+00 +3.9952e+00 +1.2648e+00 -9.3314e-01 -2.0263e-01
649344 +5.192316422e-02 +5.192316422e-02 -6.767807684e+01 -6.767807684e+01 +1.5770e+00 +1.5845e-01 -3.1270e-01 -1.4605e+00 -3.3224e+00 -5.4527e-01 -3.7906e+00 -2.7079e+00 -8.0844e-01 -1.7995e+00 +1.8801e+00 +6.9001e-02 -2.5896e+00 +3.1132e+00 +5.2750e-01 -3.1390e+00 +3.9327e+00 +1.3182e+00 -9.1401e-01 -2.2372e-01
